Source,Target
DAVBAH-3,MASAFT
CASRTV,MASAFT
ANDVVA-2,MASAFT
MOOLTR,MASAFT
BULTAA,MASAFT
HOTTTI,MASAFT
SAVTIO-3,MASAFT
GILAEO-6,MASAFT
JOSSVD,MASAFT
LEEMRC,MASAFT
FERVPV-2,TORAVR-2
JENPLS,TORAVR-2
FERBVA,TORAVR-2
CAIIBI,TORAVR-2
WARSRA-5,TORAVR-2
BROIBI,TORAVR-2
FERAMK-2,TORAVR-2
FERADC-5,TORAVR-2
HANRAA-8,HANWDW-2
HANETA-4,HANWDW-2
HANWME-2,HANWDW-2
HANCAE-11,HANWDW-2
HANIME,HANWDW-2
MCGWDC,HANWDW-2
DAWHAM-2,HANWDW-2
CARWAR-4,CARAEI
CARFPT-9,CARAEI
CAREMJ,CARAEI
PEECAW,CARAEI
RIGRAE-3,CARAEI
CARNFW,CARAEI
CONPAT-17,CARAEI
MICRSR,CARAEI
DINCTP-2,CARAEI
MCCRTP-6,CARAEI
DINCTP,CARAEI
KRACOD-4,LUDPOE-2
SILTCF-4,LUDPOE-2
NIEPEB,LUDPOE-2
WILETO,LUDPOE-2
RENEPO-2,LUDPOE-2
FRADRP-4,LUDPOE-2
ELHBTD,LUDPOE-2
DAVSP-7,LUDPOE-2
WILWKI,LUDPOE-2
WILKPA-8,LUDPOE-2
LUDTPO-4,LUDPOE-2
CANHIW,LUDPOE-2
JONDRF,LUDPOE-2
KOCAAS-2,LUDPOE-2
MAKEDK,LUDPOE-2
WILIPA-3,LUDPOE-2
BYSEII,LUDPOE-2
WEIRAC-5,LUDPOE-2
BORAGF-2,LUDPOE-2
DUNUAA,DUNPOA-3
DUNTOA-4,DUNPOA-3
DEWACT,DUNPOA-3
FRATEI-7,DUNPOA-3
GONKHA,GONKHA
CARTKS-3,GONKHA
PAVELK-2,GONKHA
GONAAA-6,GONKHA
BAUCCO,GONKHA
MIZKAA,GONKHA
ROBSAS-20,GONKHA
BERNMC,FERAMK-2
FERTRA-7,FERAMK-2
CAVIAD-3,FERAMK-2
FERHAP-2,FERAMK-2
FERWTP-2,FERAMK-2
FERWTP-3,FERAMK-2
KOZCVG,FERAMK-2
FEROTC-4,FERAMK-2
FERHKA,FERAMK-2
FERADC-5,FERAMK-2
WOORAR-9,HERTB
KIMLIO-2,HERTB
SANWEI-3,HERTB
NOOCAM,HERTB
OLDTFO-3,HERTB
COLCAM,HERTB
DACSPF-3,HERTB
CHAEGR,HERTB
PILCBE,HENTRO-31
DORBCT,HENTRO-31
DORRPM-3,HENTRO-31
BEGFBP,HENTRO-31
LANBE-3,HENTRO-31
HINSTA-3,MORFWT-5
BOSAVA-2,MORFWT-5
THOTCF-8,MORFWT-5
KAMTFF,MORFWT-5
SURSOI-2,MORFWT-5
THOFAE-4,MORFWT-5
WHIAMT-2,MORFWT-5
BLAEGO,MORFWT-5
NEMTPA-2,MORFWT-5
HUNPPA-5,MORFWT-5
LIEBIW,MORFWT-5
QIANST,MORFWT-5
STEAEA-6,MORFWT-5
URSLOE,MORFWT-5
FOSOTE-2,MORFWT-5
RUSCEA,MORFWT-5
MKATST-2,MORFWT-5
PAPTLO-6,MORFWT-5
GRAAAM-6,MORFWT-5
ONECIA-2,MORFWT-5
LACTTO-7,MORFWT-5
HAGAVF,MORFWT-5
FRAAEQ,MORFWT-5
SAUALE,MORFWT-5
BUHDLM,MORFWT-5
KELEPO-2,MORFWT-5
BLIAIE,MORFWT-5
CORAIE-3,MORFWT-5
CORTES-4,MORFWT-5
MOROAE-2,MORFWT-5
STATTO-30,MORFWT-5
OLDEFF,MORFWT-5
MACAEA-8,MORFWT-5
HEREAI-2,MORFWT-5
MKAEAO,MORFWT-5
MOREAA-18,MORFWT-5
MOREAA-17,MORFWT-5
HUNAEW,MORFWT-5
GOGEIT,MORFWT-5
URSEIO,MORFWT-5
TSATEO-5,MORFWT-5
STAORT-3,MORFWT-5
BEZWDI,MORFWT-5
BIDOPR,MORFWT-5
FRITFO-13,MORFWT-5
HAGTEO-9,MORFWT-5
RESARE,MORFWT-5
ADADEA-2,MORFWT-5
ANACAC,MORFWT-5
ZGEAFT,MORFWT-5
FOFIIA,MORFWT-5
GRAMFH,MORFWT-5
JOHFRT-2,MORFWT-5
TELTIO-4,MORFWT-5
BRUFTG,MORFWT-5
RATCMA,MORFWT-5
IBEOAE,MORFWT-5
HERLAI-4,MORFWT-5
STIAPF-2,MORFWT-5
ROCGIT,MORFWT-5
BRAMOF,MORFWT-5
ARBIEI,MORFWT-5
BLEROP,MORFWT-5
TANTAT-8,MORFWT-5
ALFCAB,MORFWT-5
TSATEO-6,MORFWT-5
HENBEJ,MORFWT-5
KERBAB,MORFWT-5
SCHTMS-11,MORFWT-5
MINWAI,MORFWT-5
CLAIEI,MORFWT-5
BLATRR,MORFWT-5
SEGIDO-4,MORFWT-5
SCHFIA-9,MORFWT-5
SAPPRF-2,MORFWT-5
MKAEAO-2,MORFWT-5
MARTEO-127,MORFWT-5
FAROTC-3,MORFWT-5
CURSSA,MORFWT-5
BUHVPP,MORFWT-5
RICOJA,SAMJVF
BODATI,SAMJVF
FEHWSA,SAMJVF
JAMCGM,SAMJVF
ZHAEOC-6,SAMJVF
VERLBE-2,SAMJVF
SANSRD-2,SAMJVF
AMEEAA-3,SAMJVF
STOAED-2,LEETMO-15
LEESIT-4,LEETMO-15
JOHTCI-5,LEETMO-15
ALEIPA-2,LEETMO-15
BUIMIQ,LEETMO-15
JOHWIA-11,LEETMO-15
ROECRA,LEETMO-15
EARAPP,BILASF-2
SALSAI-5,BILASF-2
ZOHEOG,BILASF-2
FEREOT-6,BILASF-2
POSTIO-10,BILASF-2
BILTPP,BILASF-2
BILISO,BILASF-2
FEHTE,STUTES-5
MURIIS,STUTES-5
STUTAD,STUTES-5
ROBEPA-6,STUTES-5
GONTTT-2,STUTES-5
HELRMA,STUTES-5
DYETMC,STUTES-5
GUIOBC,STUTES-5
SIEFDJ,STUTES-5
DYETMC-2,STUTES-5
DORQMW,ERAWII-2
PEZATX,ERAWII-2
GROAOS-3,ERAWII-2
BUCAMA-2,ERAWII-2
FLEUIA,ERAWII-2
BRAAOA-6,ERAWII-2
WANTAM-4,ERAWII-2
BEIPOS-4,ERAWII-2
ROBEPA-6,ERAWII-2
PRAAAU,ERAWII-2
ZEDSEA,ERAWII-2
ONIDLR,ERAWII-2
EDWAFC,ERAWII-2
TIGTAA,ERAWII-2
STAADH,ERAWII-2
KARVAI-2,ERAWII-2
SCORAI,WATTEG-2
RZMISA,WATTEG-2
MKATST-2,WATTEG-2
TSATEO-5,WATTEG-2
ERAWII-2,WATTEG-2
FLOAAI-3,WATTEG-2
FLOTPO-6,WATTEG-2
DASEPR,WATTEG-2
BAREAA-15,WATTEG-2
WATLEV-2,WATTEG-2
WATOTP-4,WATTEG-2
BUIDEA,WATTEG-2
PIRSOU-2,WATTEG-2
HOLTKA,WATTEG-2
WATCCF,WATTEG-2
BARSMI-8,WATTEG-2
GUIOOF,SISCVI
SINQBE,SISCVI
SINWOT,SISCVI
PINTND-2,SISCVI
XINECA,SISCVI
SEWEOE,SISCVI
GERSIG-2,SISCVI
JEOQNC,SISCVI
ASHVAR,SISCVI
SCHWWW-13,SISCVI
REBEDA,SISCVI
KLIHTD,SISCVI
MAROVA-3,SISCVI
PINPFA-2,SISCVI
ROCCFB,SISCVI
BUREDI-2,SISCVI
SHECMA-6,METASA-4
JOHCRM,METASA-4
BLAACI-2,METASA-4
WIECLL,METASA-4
STEICA-7,METASA-4
GIACFE-2,METASA-4
STEAVA-5,METASA-4
DUNTOA-4,METASA-4
MILPBT-4,METASA-4
DUNHTD-3,METASA-4
LUIFDL,METASA-4
CHEDMR,CHERAT-5
MCSUIS,CHERAT-5
ALLOTG,CHERAT-5
DUETPA,CHERAT-5
EHMWIA,CHERAT-5
CHEEOT-9,CHERAT-5
EGGSRA,CHERAT-5
LETTOF,CHERAT-5
SCHTTO-93,CHERAT-5
CHETPH,CHERAT-5
BHOHAL,CHERAT-5
BERSPI-5,CHERAT-5
CHEFTA,CHERAT-5
CHENV,CHERAT-5
BUITWJ,CHERAT-5
RUBGSG,CHERAT-5
WILTNO-31,CHERAT-5
CHEQSO,CHERAT-5
CHETAI-4,CHERAT-5
CHEQMI,CHERAT-5
VAIMIO,CHERAT-5
MATDBT-2,CHERAT-5
SCHWRD-5,CHERAT-5
LORSAT-5,CHERAT-5
ALLW,CHERAT-5
SEBECD,CHERAT-5
HALSPO-6,CHERAT-5
REITPO-55,CHERAT-5
LORARP,CHERAT-5
CHETQR,CHERAT-5
LORFTW,CHERAT-5
SAATVP,CHERAT-5
BERHTM-2,CHERAT-5
CHETCV,CHERAT-5
SCHQMI-2,CHERAT-5
SCHSFI-6,CHERAT-5
SORMRB-2,CHERAT-5
CHETHN,PALESB
HEIABM-2,PALESB
ROSSIE-6,PALESB
ZOLPBI,PALESB
SEOFIP,PALESB
ZHAALP,PALESB
GANPPA-2,XIEPOR
BERDSO-7,XIEPOR
DOVERR,XIEPOR
TANDEV,XIEPOR
FRAEAT-15,XIEPOR
NGPRMP,XIEPOR
KAIQRP,XIEPOR
SIMNCR,XIEPOR
GUBAIE,XIEPOR
MEIHCF,XIEPOR
CHAISD-5,XIEPOR
TANPPR,XIEPOR
TANNAC-2,XIEPOR
YEOPPP-2,XIEPOR
KARMQR,XIEPOR
PIZRIS,XIEPOR
HOLJEA-3,XIEPOR
DANMOT-2,HOPPPP-2
ONECIA-2,HOPPPP-2
KLERWO,HOPPPP-2
VANSDT-4,HOPPPP-2
HOPFVC,HOPPPP-2
BAUTRA-4,HOPPPP-2
DANGAA-2,HOPPPP-2
KLENAG,HOPPPP-2
KOPNHD,GARAHS
RYMFDA,GARAHS
HANHOP,GARAHS
BECACA-9,GARAHS
AYLKEA,GARAHS
AARALB,GARAHS
CURDLT-2,GARAHS
DAVWYS,GARAHS
CARCAO-2,GARAHS
NAIDLA,GARAHS
DEVHAN,GARAHS
HILDAA-4,GARAHS
GARDBO-2,GARAHS
ARRDWH,GARAHS
RASHAD,GARAHS
JOHTSO-44,GARAHS
JOHTSO-41,GARAHS
GARBAP-2,GARAHS
JOHASA-13,GARAHS
LINWP-3,GARAHS
LINWP,GARAHS
GAROTS-3,GARAHS
ROBTNP,GARAHS
DUNCAT-6,GARAHS
EKEDAH,GARAHS
GARWGT-2,GARAHS
BERHRH,GARAHS
CRUTDT,GARAHS
EKEDAH-2,GARAHS
MARUDD,GARAHS
HARSPA-17,HARGMA-5
HILESI,HARGMA-5
HARCIH-3,HARGMA-5
HARWTS-6,HARGMA-5
HILGDB,HARGMA-5
HARSPA-24,HARGMA-5
KAROFB,YARBVS
SAYEAY,YARBVS
YARBBS,YARBVS
YAGKDS,YARBVS
NALBKV-2,YARBVS
NALBKV,YARBVS
MEHBFZ,YARBVS
GMEALV,YARBVS
CIGZYR,YARBVS
YAMKDS,YARBVS
BARDWD-8,DEBMIO
FIAFSI,DEBMIO
SLARTS-2,DEBMIO
HENNDT-2,DEBMIO
DELCSR,DEBMIO
SCHPHA-7,DEBMIO
ROUTGC,DEBMIO
REITRI-4,DEBMIO
NAVTCO-2,DEBMIO
VALIOC-3,DEBMIO
HENFFA-5,DEBMIO
FEEOLA,DEBMIO
DAHSRA,DEBMIO
DAHSRA-3,DEBMIO
APFMIA,DEBMIO
PEKTRO-2,DEBMIO
WETHRA,DEBMIO
HANGAB,DEBMIO
EIKBTC,DEBMIO
SCHCVB-2,DEBMIO
KARWWC-2,DEBMIO
BITSSI,DEBMIO
WILSPA-14,DEBMIO
KSTCEA-2,DEBMIO
EASNMS,DEBMIO
KRGIOD,DEBMIO
THODAD-14,DEBMIO
KRLLJF,DEBMIO
JASDOA-2,DEBMIO
ETAF,LEUTFU
JAUACA,LEUTFU
MNDUIN,LEUTFU
KORSEA-2,LEUTFU
DIXSRI,LEUTFU
SCAAAF-3,LEUTFU
CORANA-2,LEUTFU
OBEMFA,LEUTFU
KORADO-2,LEUTFU
NEGEII,LEUTFU
STAGFA-4,LEUTFU
GIABFR,LEUTFU
GIAFAM,LEUTFU
CASTUO-4,LEUTFU
SCAAAF-2,LEUTFU
WILFAL,LEUTFU
HICHCE,LEUTFU
PAOABS,LEUTFU
CORANA,LEUTFU
PAOBPM,LEUTFU
CORAKR,LEUTFU
GIATFO-3,LEUTFU
BIAGOS,LEUTFU
GIAFYG-2,LEUTFU
TROFAP-3,LEUTFU
DIXBAA,LEUTFU
BLIMG,LEUTFU
WERAG-2,LEUTFU
KOVTIN,LEUTFU
ROMLFN,LEUTFU
OBENWF,LEUTFU
KRMSTW,LEUTFU
CALQMI-3,LEUTFU
BEHNNF,LEUTFU
DORRFH,PACJFA
MCKTAC-6,PACJFA
DURTFO-8,PACJFA
HOWFAR-2,PACJFA
SIMFAT-9,PACJFA
CHIIDA,PACJFA
CHIHWO,PACJFA
BISF-2,PACJFA
BUIEAF,LISTMT-2
MAUPOA,LISTMT-2
LISAQF,LISTMT-2
LISTFA,LISTMT-2
LIPSAS-3,LISTMT-2
LISLOD,LISTMT-2
YLERMB,DIGWME
VLIST,DIGWME
YOUOTT,DIGWME
SESWAT,DIGWME
HERMNF-2,DIGWME
VARCSN,DIGWME
ESPHGE,DIGWME
ZOHEOG,GRORCT-3
SPASTU,GRORCT-3
HATTVO-3,GRORCT-3
FUNAAI,GRORCT-3
HATTVO-4,GRORCT-3
URSNMF,GRORCT-3
SINWFO-2,HUXCWI
LEWPPO,HUXCWI
LEWBMI,HUXCWI
CAMEDA-4,HUXCWI
HUXCWI,HUXCWI
BATAPF-2,HUXCWI
SMICAA-18,HUXCWI
TIATEU,HUXCWI
NEWTCI-5,HUXCWI
DAVDOC-5,HUXCWI
DITCES,HUXCWI
AQUEGF,HUXCWI
HUXPFP,HUXCWI
VANAAC-10,HIMRAT-2
FERWDW-2,HIMRAT-2
TAYCRA-6,HIMRAT-2
KLEEOG,HIMRAT-2
VIEMTS,HIMRAT-2
DEMRIA-4,HIMRAT-2
KNIAIA,HIMRAT-2
PLLETT,HIMRAT-2
HOPCEA,HIMRAT-2
GRLSLO,RUIIOP
HESBSO,RUIIOP
ALHHUM,RUIIOP
ZHAWWA,RUIIOP
EMUARA,RUIIOP
SHIINM,RUIIOP
ZENROM,RUIIOP
SALAHW,RUIIOP
CULEJI,RUIIOP
ILIEDD,BRUTEI-2
SCHZBE,BRUTEI-2
SNITNO-3,BRUTEI-2
DAZEAT-5,BRUTEI-2
PLZTEA,BRUTEI-2
PAUXAI,BRUTEI-2
HAMETE,BRUTEI-2
BARSDA-4,BRUTEI-2
HIRVPR,BRUTEI-2
RECTTT-2,BRUTEI-2
GUTSWA,BRUTEI-2
SHOPTP,JECTMS
JECERR,JECTMS
LLOACO-6,JECTMS
KOJACY,JECTMS
MUYCAA,JECTMS
SHOTMS,JECTMS
ATUPBT,JECTMS
JECTMS,JECTMS
MUSCDA-4,JECTMS
YEULWA,JECTMS
JECANG,JECTMS
GELNEE,JECTMS
ZHAWOC,GOETRB
OTAAMM,GOETRB
ALBTCO-10,GOETRB
BABBET,GOETRB
GANUPB,GOETRB
ENDEIO,GOETRB
JOHDEP,GOETRB
LOSCIA-2,PAYHTI-2
THUTPA,PAYHTI-2
PAYCAP,PAYHTI-2
LOSCAI,PAYHTI-2
PAYCAI,PAYHTI-2
ZHAHM,PAYHTI-2
PAYCC-2,PAYHTI-2
BARTDA-10,BYRSTB
BYRASA-2,BYRSTB
WARTSA-6,BYRSTB
BRODTE-5,BYRSTB
DEBPMI-4,BYRSTB
CTACAT,BYRSTB
HOUTTE,BYRSTB
CARTPO-177,BYRSTB
POTESI,BYRSTB
STAGFA-4,DALVEA
ROSIDO-18,DALVEA
LISIWP,DALVEA
DALPQR,DALVEA
DALEIM,DALVEA
WILEPM-2,DALVEA
DALTAL,DALVEA
LANCFC-2,DALVEA
KUOTAN,DALVEA
BARPAI-19,DALVEA
BUBWAI,LEULMP
GLIWIA-3,LEULMP
DINWSA-2,LEULMP
BLUSAU-3,LEULMP
DASWHA,LEULMP
BLUSAU,LEULMP
DINWSA,LEULMP
HEEPNI,HEEDSP
PETEIB-2,HEEDSP
WILWKI,HEEDSP
SCHEI-21,HEEDSP
HEEMIC-4,HEEDSP
CODCYM,HEEDSP
HEEEMA-2,HEEDSP
HEENNC,HEEDSP
HEEVOT,HEEDSP
PEETWT-2,HEEDSP
HARWMI-3,HEEDSP
PIRWIA-2,HEEDSP
HEETBM,HEEDSP
HEINCT-2,HEEDSP
HUTTRO-13,HEEDSP
CLOIEH,HEEDSP
HEETPO-2,HEEDSP
HEETNS,HEEDSP
CARTEO-60,HEEDSP
HEEMIC-5,HEEDSP
CANELW,HEEDSP
OSLRR,HEEDSP
HEEHUI,HEEDSP
HARWTS-6,HEEDSP
PIRAPA-2,HEEDSP
HEETNS-2,HEEDSP
SUTM,HEEDSP
TOMRSC-2,HEEDSP
KLECIH,HEEDSP
BUBMAI,HEEDSP
DINTCP-3,HEEDSP
FERMNA-3,HEEDSP
CANATA,HEEDSP
EFADAM,HEEDSP
BUBMAI-2,HEEDSP
PALDMM,HEEDSP
TOMTLO-7,HEEDSP
CARIHY-13,HEEDSP
FABEAN,HEEDSP
HEEEMA-4,HEEDSP
DINCTP-2,HEEDSP
WAJIRA,HEEDSP
DINCTP,HEEDSP
BAMDS-2,HEEDSP
HANRAA-8,HYEAAR
HYECTP,HYEAAR
ATHTPA,HYEAAR
HANWME-2,HYEAAR
NEITLI,HYEAAR
SCHDEC-2,HYEAAR
MAYTNO-5,HYEAAR
CROMEI-5,HYEAAR
NAGFTP,HYEAAR
CROEIM,HYEAAR
HANTVI-2,HYEAAR
HANWDW-2,HYEAAR
DAHTPO-8,HYEAAR
DUNTHO-10,HYEAAR
PULETM,HYEAAR
SANAMS-2,HYEAAR
HANCFE,HYEAAR
DAWHAM-2,HYEAAR
GRIFTW,HYEAAR
HANWDW-4,HYEAAR
CLATEE-2,HYEAAR
BELIOA-3,HYEAAR
HENSIO-2,HYEAAR
FRUFMA,HYEAAR
HANMGM,HYEAAR
YUHPI,HYEAAR
KERMOE,HYEAAR
YUMMI-3,HYEAAR
HORBCC,HYEAAR
OSMPOD,HYEAAR
NEWTVP,LEVWDE
SEBAPT,LEVWDE
WISUCO-2,LEVWDE
GRACLT,LEVWDE
WANEES,LEVWDE
JOHATL-2,LEVWDE
STEEDL-3,LEVWDE
LEWTEO-6,LEVWDE
LEVAVS,LEVWDE
NGUTNF,BOUDIL
DOLDDA-2,BOUDIL
ROGTDD,BOUDIL
STODDC,BOUDIL
FRSOTB,BOUDIL
HEADRA-2,BOUDIL
GOMBDT,BOUDIL
GEZAIT,BOUDIL
BEREMO-2,BOUDIL
KLETCA-9,MYLTMO
SKRPMA,MYLTMO
CLATLS-4,MYLTMO
JENPLS,MYLTMO
GRETPB-6,MYLTMO
MANPAM-7,MYLTMO
QUITBG,MYLTMO
CASIPM,MYLTMO
MINRUU,MRCICI
FARBCA,MRCICI
SCHTWO-47,MRCICI
CUTTMA-5,MRCICI
SNCIII,MRCICI
MCQWDP,MRCICI
GRETGW-2,MRCICI
BUIWAI,MRCICI
PREBUB,MRCICI
NEGEII,MRCICI
CRUWIW,MRCICI
ROENST,MRCICI
BASTII-4,MRCICI
SNCFCI,MRCICI
BUIDAC-2,MRCICI
OWECTC,MRCICI
HOLPAT-20,MRCICI
GOFVAF,MRCICI
GOFVAA,MRCICI
GAIIRA,MRCICI
LEEWIS-2,LEETIO-21
CHOTTO-6,LEETIO-21
HOPIAO-3,LEETIO-21
ROSCAK,LEETIO-21
BRUIR,LEETIO-21
FERWDW-2,BUYEEA
HOMECH,BUYEEA
KERTAI-5,BUYEEA
BRAMOF,BUYEEA
BLEROP,BUYEEA
MEARUO,BUYEEA
ALDNTE,BUYEEA
BLATRR,BUYEEA
FREDMT-5,BUYEEA
BUHVPP,BUYEEA
ANDFTG-2,BUYEEA
MADCTC-4,HENACS-3
MADCTP-4,HENACS-3
DEBCAC-3,HENACS-3
PRICAC-4,HENACS-3
MUNTSO-8,HENACS-3
HOWODT,HOWTGO-7
HIRMAU,HOWTGO-7
JOHAOB,HOWTGO-7
FOGWTC,HOWTGO-7
HOWMFA,HOWTGO-7
HOWBBB-2,HOWTGO-7
PORMWA-2,HOWTGO-7
CARMSO-9,HEILPB
BLOEMA-2,HEILPB
WIJSNA,HEILPB
DEACEA-2,HEILPB
BARTAN,BRAORR-2
WEASPP,BRAORR-2
JACAMO-4,BRAORR-2
MANAHO-6,BRAORR-2
WOLRBT-2,BRAORR-2
SLOWSI-2,BRAORR-2
STEITC-7,BRAORR-2
JACIOE,BRAORR-2
ROBNPO-3,BRAORR-2
BAROAC-6,BRAORR-2
BARTCA-40,BRAORR-2
MANHWI-4,BRAORR-2
WEAPT,BRAORR-2
HEEAPA,VONTAT-6
PANTPI-2,VONTAT-6
TREAII-3,VONTAT-6
BARTEO-111,VONTAT-6
HASRMS,VONTAT-6
WANTAM-4,VONTAT-6
KORSRA-2,VONTAT-6
FERRGD,VONTAT-6
SHAMFH,VONTAT-6
KOUOTB,VONTAT-6
FEHMAT,VONTAT-6
RATCMA,VONTAT-6
NARATI-2,VONTAT-6
VANSTA-16,VONTAT-6
STAADH,VONTAT-6
BENDAR-3,AXTPOR-2
VINIWF,AXTPOR-2
VINWAT-3,AXTPOR-2
AXTNTA,AXTPOR-2
AXTRIP,AXTPOR-2
AUVNPR,AXTPOR-2
GUYWAT,AXTPOR-2
AXTWAC,AXTPOR-2
AXTRIP-2,AXTPOR-2
WEBRE,AXTPOR-2
JOERFA,SWEAFD
MALFAC-3,SWEAFD
BAOMER,SWEAFD
FLATKI,SWEAFD
SWEWIH,SWEAFD
COGAMR,SWEAFD
POENIP,BENGAD-2
NIEWSH,BENGAD-2
BENETA-5,BENGAD-2
SUMIAS-2,BENGAD-2
WRAHFT,BENGAD-2
THOSDA-5,BENGAD-2
BENTEO-32,BENGAD-2
BENFLL,BENGAD-2
BEDATO-4,BENGAD-2
BUIEAF,BUITWJ
BUIMIQ,BUITWJ
BUIAHN,BUITWJ
BUILP-2,BUITWJ
PLAQPA,BUITWJ
BUIWCT,BUITWJ
STRIM,BUITWJ
KOROO,BUITWJ
BUIIDO-2,BUITWJ
OUAATT,BUITWJ
STRIM-2,BUITWJ
SULEHT-2,BIDOPR
RATSAV,BIDOPR
GROMLI-4,BIDOPR
LAZOTS,BIDOPR
HAVSSA,BIDOPR
BRIEWS,BIDOPR
KEEEFI-2,BIDOPR
NGUTIS,BIDOPR
BRIHTP,BIDOPR
ZEIODA,BIDOPR
GILEVO,BIDOPR
KOUTNW,BIDOPR
ELLATO-11,BIDOPR
BUCPAE-3,BIDOPR
SULIRU,BIDOPR
KARVAI-2,BIDOPR
HOLALI-3,BIDOPR
WADWKO,BIDOPR
RECEDI-3,FICDTR
ZHAWOC,FICDTR
XINECA,FICDTR
SEWEOE,FICDTR
GAMEBI,FICDTR
DEGEAB,FICDTR
CHERAT-5,HALSPO-6
FAYCIO,HALSPO-6
SANETI-4,HALSPO-6
AIDOTR,HALSPO-6
FAYBBA,HALSPO-6
HERHRA-4,HALSPO-6
ATHEFT,HALSPO-6
EELFMO,BORTTD
EELSLF,BORTTD
EELESI,BORTTD
LARCAB-2,BORTTD
DOUNEI,BORTTD
DOUPAF-2,BORTTD
VANTTH,VANWHA
VANAPR-6,VANWHA
VANGTS-4,VANWHA
VANSPS-3,VANWHA
VANSPS-4,VANWHA
LAUSEP-2,GOOEEA-5
REEBEF,GOOEEA-5
SLARTS-2,GOOEEA-5
EDAAAN,GOOEEA-5
FRMSDI,GOOEEA-5
TERBGQ,GOOEEA-5
BECTCR,GOOEEA-5
REHWDT,GOOEEA-5
SCHCVB-2,GOOEEA-5
RAVEAO,GOOEEA-5
REHBFA-3,GOOEEA-5
MUSTSA-3,GOOEEA-5
AROEPO,GOOEEA-5
ARNTMO-5,GOOEEA-5
ARNROT-3,GOOEEA-5
KRGIOD,GOOEEA-5
GOODIP,GOOEEA-5
POZSTS-2,TRPLMO
MARGAA-7,TRPLMO
KRSBLB,TRPLMO
SCHCMI-4,TRPLMO
BONRAI-5,TRPLMO
BONRAI-3,TRPLMO
HARCMI-5,TRPLMO
ARRTAP,ARETSO-3
ARRWDR-2,ARETSO-3
ARRAMD,ARETSO-3
ARRTEV,ARETSO-3
ARRTPO-8,ARETSO-3
TUBFTT,STEWEE
RAIBRM-2,STEWEE
DADNTE,STEWEE
LATBTB,STEWEE
GOERFR,STEWEE
BATARS,STEWEE
ACAPIT,STEWEE
SCHTSO-165,STEWEE
OSLLTW,OSLSAE-2
OSLNLA,OSLSAE-2
FERHFA,OSLSAE-2
ELLIOA-2,OSLSAE-2
JAMFTT-2,OSLSAE-2
MYKBTT,OSLSAE-2
EKDEAV,OSLSAE-2
BORBOO,OSLSAE-2
TORWTS-2,OSLSAE-2
MOSSSM-2,OSLSAE-2
HUGEDA,HUGEWG
FANGAM,HUGEWG
HUGEFL,HUGEWG
HUGEDD,HUGEWG
HUGWAO,HUGEWG
JOHSSA-12,HUGEWG
KHARTP-2,HUGEWG
MCKANT,HUGEWG
ZENJAP,HUGEWG
FARGDN,HUGEWG
DUNUAA,DUNWTE-3
DUNPTN,DUNWTE-3
DUNTOA-4,DUNWTE-3
DUNHTD-3,DUNWTE-3
LAVHBO,DUNWTE-3
DUNPOA-3,DUNWTE-3
TANDOH,DUNWTE-3
RAMROC-2,ALHDEL
MORBI-9,ALHDEL
GENYMA,ALHDEL
AUMFTL,ALHDEL
CHEHTA,ALHDEL
TANBEW,ALHDEL
GERAIP,VANPEL-2
HALTPO-88,VANPEL-2
CHETED-2,VANPEL-2
WANNAF-2,VANPEL-2
FENIMT,VANPEL-2
DAVDNW,VANPEL-2
KORSEA-2,THOQAA-3
KOVVOG,THOQAA-3
JACTFF-3,THOQAA-3
MILNAM-5,THOQAA-3
KORADO-2,THOQAA-3
WELSAT-10,THOQAA-3
SKIIDO-2,THOQAA-3
GIAFAM,THOQAA-3
BARTHO-24,THOQAA-3
THOSTS-3,THOQAA-3
SKISEB,THOQAA-3
AZZAIU,THOQAA-3
LATAOP,THOQAA-3
KOVAEI,THOQAA-3
KOVTOS,THOQAA-3
THOHTB-4,THOQAA-3
STESSI-4,THOQAA-3
RECEDI-3,LEHTHE
TULCAO,LEHTHE
WURHGA,LEHTHE
PLOEFS,LEHTHE
RUIIOP,LEHTHE
NAIFWT,LEHTHE
ESCWBF,LEHTHE
GMEPWE,LEHTHE
TAJANR,LEHTHE
VASAEP,LEHTHE
RUADTB,LEHTHE
DRAMPA-2,LEHTHE
PROMSI,LEHTHE
YACECD,LEHTHE
DEZPWE,LEHTHE
SCHACC-5,LEHTHE
SHAHEA-4,LEHTHE
GLVOTR,LEHTHE
DIAEOD-2,LEHTHE
KSEATA,LEHTHE
MZEGTH,LEHTHE
LFSREC,LEHTHE
CAMTSO-23,LEHTHE
BACIAA-3,LEHTHE
BAUICT,KANCEO-2
DENPSA-6,KANCEO-2
KARCRD,KANCEO-2
CHETOI-2,KANCEO-2
SCACTR,KANCEO-2
GUCPA,KANCEO-2
HATACE-2,BJEAIA
BJEAIA-2,BJEAIA
GROMLI-4,BJEAIA
GROAOS-3,BJEAIA
ALVAAA-5,BJEAIA
MAIMAI-2,BJEAIA
MAITRF,BJEAIA
MUNTVO-2,BJEAIA
GROUEA,BJEAIA
HASRMS,BJEAIA
KEEEFI-2,BJEAIA
ROBEPA-6,BJEAIA
VERWDA-3,BJEAIA
GROOAF-3,BJEAIA
MACTIO-49,BJEAIA
BILASF-2,BJEAIA
HATLOT,BJEAIA
EICATN,BJEAIA
SPASTU,BJEAIA
CHABAM-5,BJEAIA
